subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/7/2022,4/1/2022,4/3/2022,Morning Consult,B,13957,rv,.03172228,0,44,43,43.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80545,160980,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,3/31/2022,4/4/2022,Quinnipiac University,A-,1280,rv,.90137136,0,43,47,42.508312,46.127048,"","",https://poll.qu.edu/images/polling/us/us04062022_regvoter_ukny76.pdf,78723,154461,4/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/1/2022,4/4/2022,Morning Consult,B,2003,rv,.02268804,0,43,43,42.146218,43.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/04/05131819/2204008_crosstabs_POLITICO_RVs_v2_SH.pdf,78710,154430,4/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/2/2022,4/4/2022,Morning Consult,B,14848,rv,.03257941,0,44,43,43.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80546,160981,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/2/2022,4/5/2022,YouGov,B+,1287,rv,.26052736,0,41.9,37.7,41.681726,40.972985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78718,154433,4/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/3/2022,4/5/2022,Morning Consult,B,15235,rv,.03298423,0,43,43,42.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80547,160982,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/4/2022,4/6/2022,Morning Consult,B,13325,rv,.03133402,0,43,43,42.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80548,160983,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/5/2022,4/7/2022,Morning Consult,B,11964,rv,.03007928,0,42,43,41.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80549,160984,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/6/2022,4/8/2022,Morning Consult,B,10591,rv,.02870974,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80550,160985,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/6/2022,4/8/2022,Big Village,B,814,rv,.42626997,0,44,43.1,42.619525,44.524192,"","",https://engine-insights.com/blog/public-opinion-polling/,78818,154919,4/26/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/7/2022,4/9/2022,Morning Consult,B,11069,rv,.0292791,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80551,160986,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/8/2022,4/10/2022,Morning Consult,B,12405,rv,.0307035,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80552,160987,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/9/2022,4/11/2022,Morning Consult,B,13094,rv,.03143427,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80553,160988,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/8/2022,4/11/2022,Morning Consult,B,2005,rv,.02302866,0,40,43,39.146218,43.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/04/12125341/2204052_crosstabs_POLITICO_RVs_v1_SH.pdf,78747,154594,4/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/10/2022,4/12/2022,Morning Consult,B,12977,rv,.03138922,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80554,160989,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/9/2022,4/12/2022,YouGov,B+,1303,rv,.26140231,0,41.6,39.2,41.381726,42.472985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78754,154636,4/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/10/2022,4/14/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.68497216,0,39,47,41.629948,44.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_apr15,78770,154668,4/15/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/11/2022,4/13/2022,Morning Consult,B,12177,rv,.03067141,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80555,160990,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/12/2022,4/14/2022,Morning Consult,B,11904,rv,.03046438,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80556,160991,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/13/2022,4/15/2022,Morning Consult,B,11726,rv,.03034946,0,42,43,41.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80557,160992,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/12/2022,4/18/2022,Public Opinion Strategies,A-,1500,rv,1.3617676,0,49,51,48.716458,51.713071,"","",https://americansforprosperity.org/poll-americans-largely-blame-inflation-and-rising-prices-on-government/,78799,154786,4/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/14/2022,4/16/2022,Morning Consult,B,12135,rv,.03083196,0,42,43,41.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80558,160993,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/15/2022,4/17/2022,Morning Consult,B,13223,rv,.03197388,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80559,160994,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/15/2022,4/17/2022,Morning Consult,B,2005,rv,.0233323,0,43,42,42.146218,42.920013,"","",https://www.politico.com/f/?id=00000180-4017-dd01-afaa-e537b2150000,78778,154686,4/19/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/16/2022,4/18/2022,Morning Consult,B,14079,rv,.0328616,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80560,160995,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/15/2022,4/18/2022,Cygnal,B+,5846,lv,1.1187195,0,45,47.4,43.777311,45.584289,"","",https://www.cygn.al/april-national-voter-trends-panel/,78803,154814,4/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/17/2022,4/19/2022,Morning Consult,B,14034,rv,.03290052,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80107,160542,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/17/2022,4/18/2022,NewsNation,"",1038,rv,.37054121,0,39.7,40.7,41.052279,41.598378,"","",https://www.newsnationnow.com/polls/full-report-newsnations-survey-on-covid-19-restrictions-immigration/,78783,154734,4/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/16/2022,4/19/2022,YouGov,B+,1258,rv,.25761782,0,42.7,38.2,42.481726,41.472985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78782,154732,4/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/18/2022,4/20/2022,Morning Consult,B,12944,rv,.03193204,0,42,43,41.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80106,160541,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/18/2022,4/20/2022,Trafalgar Group,A-,1077,lv,1.2030559,0,39.4,48.1,41.000621,44.975686,"","",https://www.thetrafalgargroup.org/news/nat-survey-biden-approval-0422/,78798,154768,4/21/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/18/2022,4/20/2022,Echelon Insights,B/C,1001,lv,.56224529,0,45,47,42.870569,46.673985,"","",https://echeloninsights.com/in-the-news/april-22-omnibus-political-update-2/,78805,154821,4/22/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/19/2022,4/21/2022,Morning Consult,B,12208,rv,.03126897,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80105,160540,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/20/2022,4/22/2022,Big Village,B,817,rv,.43045336,0,44.2,42.2,42.819525,43.624192,"","",https://engine-insights.com/blog/public-opinion-polling/,78817,154918,4/26/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/20/2022,4/21/2022,Harris Poll,B+,1966,rv,.85057137,0,50,50,46.852657,46.057215,"","",https://harvardharrispoll.com/key-results-april/,78807,154856,4/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/20/2022,4/22/2022,Morning Consult,B,11699,rv,.03081103,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80104,160539,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/19/2022,4/22/2022,YouGov,B+,1187,rv,.25196764,0,44,40,43.781726,43.272985,"","",https://docs.cdn.yougov.com/v4b3724q7j/20220422_yahoo_toplines.pdf,78814,154927,4/26/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/20/2022,4/23/2022,Morning Consult,B,4410,a,.03243157,0,42,36,41.146218,36.920013,"","",https://morningconsult.com/2022/05/23/lgbtq-classroom-politics/,79001,155723,5/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/21/2022,4/23/2022,Morning Consult,B,12261,rv,.03145969,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80103,160538,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/21/2022,4/23/2022,InsiderAdvantage,B,750,lv,.86836127,0,39,51,39.824513,49.084835,"","",https://amgreatness.com/2022/04/25/insider-advantage-poll-trump-would-beat-biden-47-percent-to-43-percent-if-election-were-held-today/,78812,154876,4/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/19/2022,4/27/2022,Susquehanna Polling & Research,B+,800,lv,1.0911033,0,39,49,41.022184,49.740076,"","",https://thefederalist.com/2022/04/28/republicans-jump-to-10-point-lead-in-generic-ballot-test-new-fdrlst-susquehanna-poll-shows/,78857,155088,4/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/22/2022,4/24/2022,Morning Consult,B,13082,rv,.03236511,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80102,160537,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/21/2022,4/25/2022,Quinnipiac University,A-,1409,rv,.89226029,0,42,45,41.508312,44.127048,"","",https://poll.qu.edu/images/polling/us/us04272022_regvoter_uoax16.pdf,78841,154991,4/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/19/2022,4/26/2022,Marist College,A,1162,rv,1.2751651,0,44,47,42.590646,47.831767,"","",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-the-2022-midterm-elections-bidens-job-performance-april-2022/,78859,155094,4/29/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/23/2022,4/25/2022,Morning Consult,B,13626,rv,.03298313,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80101,160536,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/22/2022,4/26/2022,McLaughlin & Associates,C/D,1000,lv,.30258836,0,43,48,42.377178,45.048764,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2022/04/National-Monthly-April-2022-Release.pdf,78860,155112,4/29/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/22/2022,4/25/2022,Morning Consult,B,2004,rv,.02377673,0,43,42,42.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/04/26144616/2204148_crosstabs_POLITICO_RVs_v1_SH.pdf,78825,154958,4/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/24/2022,4/26/2022,Morning Consult,B,13345,rv,.03280472,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80100,160535,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/25/2022,4/26/2022,Emerson College,A-,1000,rv,.9454329,0,40.6,46.8,41.416518,45.602579,"","",https://emersonpolling.reportablenews.com/pr/april-2022-national-poll-civics-education-may-be-linked-to-trust-in-institutions-biden-approval-holds-at-42,78856,155067,4/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/24/2022,4/28/2022,ABC News/The Washington Post,A+,907,rv,1.4424264,0,46,45,45.573298,42.554063,"","",https://www.washingtonpost.com/politics/2022/05/01/poll-biden-post-abc/,78864,155141,5/1/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/25/2022,4/27/2022,Morning Consult,B,12324,rv,.03186835,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80099,160534,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/26/2022,4/28/2022,Morning Consult,B,11794,rv,.0314034,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80098,160533,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/26/2022,4/28/2022,The Winston Group,A/B,1000,rv,.98032239,0,44,45,43.167518,44.963342,"","",https://www.winningtheissues.org/wp-content/uploads/2022/05/Winning-the-Issues-April-2022-National-Survey.pdf,79051,156010,6/1/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/26/2022,4/27/2022,YouGov,B+,1331,rv,.26407558,0,42.1,39.3,41.881726,42.572985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78843,155012,4/27/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/27/2022,4/29/2022,Morning Consult,B,10632,rv,.03020987,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80097,160532,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/28/2022,4/30/2022,Morning Consult,B,11046,rv,.03075281,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80096,160531,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/29/2022,5/1/2022,Morning Consult,B,11846,rv,.03170406,0,42,42,41.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80095,160530,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/28/2022,5/1/2022,SSRS,C,806,rv,.49856681,0,44,45,42.684276,43.809532,"","",https://www.cnn.com/2022/05/06/politics/cnn-poll-abortion-midterms-roe-v-wade/index.html,78887,155324,5/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/28/2022,5/1/2022,Beacon Research/Shaw & Company Research,A,1003,rv,1.1511155,0,39,46,39.967048,46.415225,"","",https://www.foxnews.com/official-polls/05-03-22-fox-news-poll-voters-are-most-worried-about-inflation-and-the-countrys-future,78870,155189,5/3/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/30/2022,5/2/2022,Morning Consult,B,13015,rv,.03300763,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80094,160529,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/27/2022,5/5/2022,Ipsos,B-,1065,lv,.6626484,0,38,40,42.259316,46.498069,"","",https://fivethirtyeight.com/features/ipsos-preelection-survey-likely-voters/,78969,164322,10/28/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/29/2022,5/2/2022,Morning Consult,B,2000,rv,.02421571,0,43,43,42.146218,43.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/05/03132947/2204195_crosstabs_POLITICO_RVs_v2_SH.pdf,78872,155190,5/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,4/30/2022,5/3/2022,YouGov,B+,1303,rv,.26209106,0,53,47,52.781726,50.272985,"","",https://docs.cdn.yougov.com/njqw3o8bdb/econoplines.pdf,78874,155224,5/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/1/2022,5/3/2022,Morning Consult,B,12700,rv,.03278242,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80093,160528,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/3/2022,5/3/2022,Morning Consult,B,1955,rv,.02413865,0,43,43,42.146218,43.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/05/03203234/2205008_crosstabs_POLITICO_RVs_v1_HD.pdf,78873,155223,5/4/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/2/2022,5/4/2022,Morning Consult,B,12128,rv,.0322791,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80092,160527,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/3/2022,5/5/2022,SSRS,C,645,rv,.45565237,0,42,49,40.684276,47.809532,"","",https://www.cnn.com/2022/05/06/politics/cnn-poll-abortion-midterms-roe-v-wade/index.html,78916,155323,5/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/3/2022,5/5/2022,Morning Consult,B,11561,rv,.03177129,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80091,160526,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/4/2022,5/6/2022,Morning Consult,B,10570,rv,.03075395,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80090,160525,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/4/2022,5/6/2022,Big Village,B,833,rv,.4388135,0,45.3,42,43.919525,43.424192,"","",https://engine-insights.com/blog/public-opinion-polling/,78923,155341,5/9/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/4/2022,5/6/2022,TIPP Insights,A+,1043,rv,1.5435036,0,42,43,41.864169,43.127941,"","",https://tippinsights.com/inflation-is-the-decisive-issue-for-midterm-voters/,78952,155475,5/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/4/2022,5/6/2022,OnMessage,B/C,800,lv,.5479779,0,44,45,44.289226,44.006202,"","",https://senopportunity.org/wp-content/uploads/2022/05/2022-05-26-PUBLIC-DECK-National-SOF-1.pdf,78921,155333,5/9/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/3/2022,5/6/2022,YouGov,B+,1215,rv,.25526215,0,43,39,42.781726,42.272985,"","",https://www.scribd.com/document/573588035/Yahoo-News-Survey,78917,155325,5/6/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/5/2022,5/7/2022,Morning Consult,B,10453,rv,.03071257,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80089,160524,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/5/2022,5/9/2022,Monmouth University,A,751,rv,1.1694177,0,43,50,42.290787,47.898204,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_051222/,78951,155473,5/12/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/5/2022,5/9/2022,YouGov,B+,1000,a,.23679548,0,44,38,43.781726,41.272985,"","",https://polsci.umass.edu/toplines-and-crosstabs-may-2022-midterm-elections-biden-impeachment-presidential-primaries,78960,155490,5/13/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/6/2022,5/8/2022,Morning Consult,B,11290,rv,.03177722,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80088,160523,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/5/2022,5/10/2022,Hart Research Associates/Public Opinion Strategies,B+,790,rv,.935651,0,46,46,45.250296,45.014756,"","",https://www.nbcnews.com/politics/2022-election/support-abortion-rights-hits-new-high-midterm-outlook-stays-mostly-unc-rcna28869,78964,155501,5/15/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/6/2022,5/9/2022,Morning Consult,B,2005,rv,.02478191,0,44,42,43.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/05/10135251/2205036_crosstabs_POLITICO_RVs_v2_SH.pdf,78928,155371,5/11/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/7/2022,5/9/2022,Morning Consult,B,12073,rv,.03274663,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80087,160522,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/8/2022,5/10/2022,Morning Consult,B,11741,rv,.03249263,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80086,160521,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/8/2022,5/10/2022,YouGov,B+,1361,rv,.26904626,0,51,49,50.781726,52.272985,"","",https://docs.cdn.yougov.com/7mggbvtur9/econtoplines.pdf,78931,155404,5/11/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/9/2022,5/11/2022,Morning Consult,B,10606,rv,.03130175,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80085,160520,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/9/2022,5/13/2022,Marist College,A,1213,rv,1.2731189,0,47,42,45.590646,42.831767,"","",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-abortion-rights-may-2022/,78979,155620,5/19/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/10/2022,5/12/2022,Morning Consult,B,10501,rv,.03127999,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80084,160519,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/11/2022,5/13/2022,Morning Consult,B,9851,rv,.03058964,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80083,160518,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/9/2022,5/14/2022,McLaughlin & Associates,C/D,2000,lv,.41043636,0,42,47,41.377178,44.048764,"","",https://americanmajorityproject.com/defining-the-new-american-majority/,79272,157584,6/29/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/12/2022,5/14/2022,Morning Consult,B,10484,rv,.03146387,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80082,160517,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/13/2022,5/15/2022,Morning Consult,B,11495,rv,.03274884,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80081,160516,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/12/2022,5/16/2022,Quinnipiac University,A-,1421,rv,.88706811,0,43,47,42.508312,46.127048,"","",https://poll.qu.edu/images/polling/us/us05182022_regvoter_uirc64.pdf,78977,155614,5/18/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/12/2022,5/16/2022,The Bullfinch Group,"",1000,rv,.7765196,0,44,42,44.107348,42.858677,"","",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey,78966,155517,5/16/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/13/2022,5/15/2022,Cygnal,B+,5765,lv,1.1387217,0,45.1,47.8,43.877311,45.984289,"","",https://www.cygn.al/may-national-voter-trends-panel-video/,79006,155752,5/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/14/2022,5/16/2022,Morning Consult,B,12394,rv,.03385669,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80080,160515,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/13/2022,5/16/2022,Morning Consult,B,2005,rv,.02535445,0,44,42,43.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/05/17122458/2205081_crosstabs_POLITICO_RVs_v1_SH.pdf,78974,155576,5/18/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/15/2022,5/17/2022,Morning Consult,B,11726,rv,.03322441,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80079,160514,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/15/2022,5/17/2022,YouGov,B+,952,rv,.23874275,0,43,40,42.781726,43.272985,"","",https://docs.cdn.yougov.com/8ew54v1ohy/econTabReport.pdf,78976,155598,5/18/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/16/2022,5/18/2022,Morning Consult,B,10299,rv,.03164729,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80078,160513,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/15/2022,5/19/2022,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,.46413566,0,39,48,41.629948,45.630565,"","",https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_apr15,78992,155676,5/20/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/17/2022,5/19/2022,Morning Consult,B,9985,rv,.03135824,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80077,160512,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/18/2022,5/19/2022,Harris Poll,B+,1963,rv,.92245127,0,49,51,45.852657,47.057215,"","",https://harvardharrispoll.com/key-results-may/,79016,155795,5/24/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/18/2022,5/20/2022,Big Village,B,825,rv,.44377007,0,42.9,43.2,41.519525,44.624192,"","",https://engine-insights.com/blog/public-opinion-polling/,79002,155728,5/23/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/18/2022,5/19/2022,NewsNation,"",1009,rv,.38921996,0,41.15,43.27,42.502279,44.168378,"","",https://www.newsnationnow.com/us-news/full-report-americans-views-on-abortion-guns-and-inflation/,78998,155870,5/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/18/2022,5/20/2022,Morning Consult,B,9659,rv,.03103846,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80076,160511,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/19/2022,5/21/2022,Morning Consult,B,10614,rv,.03233476,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80075,160510,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/19/2022,5/22/2022,YouGov,B+,1369,rv,.2796213,0,42,38,41.781726,41.272985,"","",https://uk.news.yahoo.com/poll-trumps-influence-over-republicans-wanes-as-gop-voters-move-on-from-stolen-election-claims-090036086.html,79013,155840,5/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/20/2022,5/22/2022,Morning Consult,B,2005,rv,.02584502,0,45,41,44.146218,41.920013,"","",https://assets.morningconsult.com/wp-uploads/2022/05/24132604/2205143_crosstabs_POLITICO_RVs_v2_SH_05-25-22.pdf,79005,155818,5/25/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/20/2022,5/22/2022,Morning Consult,B,11578,rv,.03358428,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80074,160509,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,5/21/2022,5/23/2022,Morning Consult,B,12738,rv,.03501356,0,44,43,43.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80073,160508,9/8/2022,18:59:21  7 Nov 2022
